quality_setting,psnr_hvs_m,fsim,psnr,compression_ratio,source_file
7,46.67753522160211,0.9767488527593844,45.92869030650945,27.035606548923557,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
8,45.59195528580315,0.9687222071274512,45.413415617555046,32.14715801091422,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
11,43.27833680010627,0.9517725532433362,44.30307660698968,47.43399981905365,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
9,44.696574029269954,0.9622758913281868,44.9860447993032,37.27872582480091,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
10,43.93665964957757,0.9565654438475418,44.61943743788113,42.45762643236021,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
6,48.00226029644044,0.9837199818561608,46.55696147814021,22.07760816928098,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
16,40.91768706269743,0.9396569709669071,43.09238972187625,71.5898136137093,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
12,42.70579352944237,0.9483977723762532,44.01738478919063,52.41307607717685,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
15,41.27865789720496,0.9418279749433088,43.28366516263596,67.07023154662915,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
14,41.702275266561486,0.9433743451936886,43.51110946088064,62.22264419653454,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
17,40.55336247684578,0.9376917514337298,42.89299650285414,76.4268221574344,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
13,42.18831244170592,0.9459790200688314,43.75788692905898,57.28671328671329,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
18,40.19197381537085,0.9368530599267044,42.6969648136896,81.09009357358286,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
20,39.59853039772338,0.9329327999319084,42.36271641622685,90.44906409039938,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
21,39.28979776989038,0.9310941094911296,42.18211472801776,95.51612315540171,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
19,39.88099685148206,0.9346239825372904,42.52386020234312,85.7169950134881,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
22,39.0401498170104,0.930059274641128,42.03538904205544,99.97864225781846,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
23,38.790453900340005,0.9282552876852078,41.88153374049666,104.63786049296478,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
27,37.86965442559711,0.923767537150692,41.30417964632344,123.95980612365528,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
26,38.07715895496919,0.9247810748863432,41.43656261994995,119.06165550130578,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
25,38.3092948305528,0.9254971845554368,41.58472478930176,114.1120905430406,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
24,38.52659573212763,0.9267428135605263,41.71934204463136,109.50041771094402,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
28,37.65553406520476,0.9221702257136114,41.16759701032279,129.3739666872301,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
29,37.4618693294143,0.9209071305196428,41.04738441697982,134.3122838478289,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
32,36.965291652026686,0.9182813445857684,40.70779744412373,148.54455305284034,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
33,36.8241943516643,0.9161109782075516,40.617181829889816,153.09913856037377,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
34,36.68092892694212,0.9150570817560744,40.511964702671946,157.1842302503373,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
30,37.29091091346403,0.9200448541433076,40.93074526733833,139.04999336957962,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
31,37.12119321838627,0.9194291206824928,40.81069913163333,143.64054794520547,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
35,36.54433587947016,0.9145227879140788,40.41794271634241,161.79231600061718,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
39,35.986658596830154,0.9105137202761192,40.01703634359405,180.78896551724137,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
40,35.887568498054726,0.9090060725568616,39.9431210271979,184.93403880070548,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
38,36.11532207085961,0.9113801885760672,40.113581914396576,176.02417324156454,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
37,36.26636651125807,0.9131481717965696,40.22252336708495,171.3359477124183,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
41,35.76998899670783,0.9081019365264996,39.85759455357488,189.71883481092817,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
36,36.40815597039208,0.9135192358946226,40.31882584625674,166.51993012545657,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
42,35.65773661892008,0.9082720302422166,39.77957950111754,194.3967371153133,NORMAL2-IM-0096-0001-1024.raw_metrics_results_adct.csv
7,46.67542081249838,0.9853986838141344,45.61461900636737,22.79562599186939,NORMAL2-IM-0007-0001-1024.raw_metrics_results_adct.csv
8,45.549469693796254,0.9800444896243216,45.07563459393866,26.786971516157877,NORMAL2-IM-0007-0001-1024.raw_metrics_results_adct.csv
