quality_setting,psnr_hvs_m,fsim,psnr,compression_ratio,source_file
35,34.70187098613012,0.9500018652092892,37.73549123360275,76.83001172332942,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
30,35.83915495279736,0.957546738627911,38.44561465150309,65.0320019846192,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
32,35.40762256533408,0.9546991962581453,38.17429536656229,69.44211920529801,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
34,34.96031946186062,0.9521510207042958,37.89150861689163,74.13574660633485,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
31,35.62098897875064,0.956343920288307,38.30096709363628,67.33727202671461,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
36,34.54700074295981,0.9483466850048886,37.63437690568861,79.26942848503175,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
38,34.165821573994386,0.9453967114313392,37.3886841219248,84.42640901771337,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
39,34.00760589696683,0.943842640850456,37.28084941944309,87.09102990033223,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
37,34.35844500604852,0.9462918550779892,37.50496827518588,81.99687206756334,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
41,33.64399557532235,0.9412305556240678,37.03250649746156,92.6958981612447,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
40,33.82450554338672,0.9434200874394242,37.15818474410423,89.89849108367626,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
42,33.474070827925274,0.9396765482360672,36.9233311297992,95.014135556361,NORMAL2-IM-0132-0001.raw_metrics_results_adct.csv
10,43.8118062764833,0.9782406277194072,42.6824145128305,26.107359824718653,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
11,43.0448314011562,0.9748492824119604,42.338513285780365,29.224526198439243,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
9,44.63420906847334,0.9817826048309172,43.0957143968768,22.791166753608067,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
6,48.15419302026525,0.992798359138884,44.92265535645704,13.224901624457674,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
7,46.72421211015231,0.9885682146242306,44.17245481415114,16.310602289696366,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
8,45.59950303652912,0.9852133669127368,43.57884189651982,19.55714712026261,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
16,40.39830936340513,0.9617595725901128,41.03505790066109,44.83393193090474,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
17,40.00155686813282,0.9593771209066474,40.84739708795371,47.74936247723133,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
12,42.42319389292788,0.9719830834892564,42.034086511911255,32.35946179484014,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
13,41.86157335869281,0.968369101681538,41.74801155959195,35.631915182819085,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
14,41.33714267800368,0.9662185559928224,41.50155954541439,38.67001032600679,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
15,40.89046009138952,0.9640603128015718,41.27460381308151,41.76927979604844,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
21,38.53349514099627,0.9524761262962688,40.10125453659555,60.193800229621125,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
18,39.57616769102615,0.957137894483839,40.650572661901805,50.812948245784064,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
20,38.83508012227448,0.95360118086072,40.2687943162968,57.06225511536787,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
23,37.94791715376169,0.9500324831910107,39.800093130761375,66.06451612903226,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
22,38.2051767172808,0.9498910651041051,39.93825038363257,63.25868725868726,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
19,39.18729593941395,0.9556732783142337,40.452417907816105,53.91690662278898,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
26,37.1644908079191,0.9474221261823108,39.3794775470475,75.09137782870238,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
24,37.66914596627439,0.9500589089537372,39.65207001485452,69.05795574288724,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
29,36.36818395605961,0.9444075025720388,38.942093457183205,85.16699155295646,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
28,36.68565137749193,0.9462237461966622,39.10884255519214,81.23458320421445,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
27,36.94339578651718,0.9466687403215248,39.25715433247007,78.0422744864543,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
25,37.44024947284744,0.9485887104689764,39.52920629163397,72.19608923161664,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
33,35.6784678404201,0.9401181266224462,38.52269071352025,97.09037037037037,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
35,35.33549878428421,0.93730957183026,38.3102617550013,102.92265410286612,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
34,35.49385401052278,0.9398549870925608,38.40805947558268,100.05496183206108,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
31,36.02366863039883,0.941555391272436,38.7312882902974,91.65874125874126,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
30,36.19157566024322,0.9429235253550676,38.83928148599803,88.38300741739717,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
32,35.8335706020256,0.941204096037278,38.61620619127925,94.8765834238147,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
40,34.54687069442827,0.9326788962858962,37.823469684123175,119.26478616924476,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
37,34.986742429619284,0.9343397105234276,38.09967171594754,109.363370880267,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
36,35.16558682599158,0.9366041056330088,38.207116846899694,106.13117408906882,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
38,34.82117231129286,0.9329059578608316,38.00083961102035,112.60481099656356,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
39,34.697489841679314,0.9335693770336372,37.92149426360683,115.58377425044092,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
41,34.39365354839112,0.9316076514215444,37.73374306395943,122.3257116192254,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
42,34.2764384309711,0.9304053985877868,37.65678562602656,125.36776661884268,NORMAL2-IM-0199-0001.raw_metrics_results_adct.csv
6,50.35249908031857,0.9984261748894836,44.0408365768225,7.644242265185315,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
8,46.75434604079043,0.996955839319097,42.18895651957696,10.800263678312458,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
11,43.12363664177732,0.9924734963590466,40.50682514274683,16.30046014177341,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
10,44.17403399282133,0.9943645242488228,40.9945764781089,14.36169396811483,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
9,45.36347126388001,0.9958790951501962,41.53427819561276,12.560804983229517,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
7,48.39735372949063,0.99777975603086,43.01285196364282,9.14540887524421,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
14,40.626260690543134,0.9867374802936878,39.44122889498513,22.166751226111955,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
17,38.866053468845,0.9802665240304328,38.66990314958614,28.02480222364764,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
13,41.35303141527409,0.9888646903214044,39.75715133886639,20.16802585013079,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
15,40.00729171743724,0.9845271006858848,39.1802489779184,24.025662175785904,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
12,42.14715802936147,0.990678388434798,40.09889242958204,18.2475288876514,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
16,39.38178562559748,0.9819966431665468,38.90307456888563,26.10476000796654,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
19,37.87965921393278,0.9749545364818512,38.24495305764166,31.953193564115065,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
21,37.07262786457679,0.9704426531091984,37.87946670440258,35.787576791808874,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
20,37.43104056735594,0.9722026160625094,38.04807234738602,33.91693621425799,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
22,36.6622008290409,0.9677025045912624,37.692631704290704,37.85472924187726,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
23,36.34024813562922,0.9655095091847318,37.546769805257405,39.70074208693018,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
18,38.340440142932,0.9774286257934688,38.44791485755166,30.034830430797435,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
24,36.02398654244732,0.963373195594794,37.39111885613943,41.74932314062749,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
28,34.890639216860166,0.955595911900056,36.83575119576747,49.4891447989428,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
25,35.71608757489424,0.961046457709486,37.23901869544803,43.727105921601336,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
29,34.6414796455156,0.9542837445600276,36.70354757334079,51.40078431372549,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
26,35.41175781413707,0.9596113590602866,37.0930544400064,45.66968641114983,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
27,35.15165877614744,0.9579925132539876,36.96673103821978,47.627906976744185,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
33,33.78802716295585,0.9475818932637924,36.24218021546828,59.20144534778681,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
30,34.413913121956064,0.9524524596017768,36.58166025494754,53.259650548557495,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
35,33.39678941546938,0.944527109350047,36.02941136671135,63.10640346653828,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
34,33.572916563304275,0.946127595337396,36.12248717038768,60.99208934388088,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
31,34.197268887815426,0.9512167134814198,36.46122555253287,55.16498316498316,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
32,34.014634384735615,0.9490860045598156,36.36495685024406,57.1119825708061,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
40,32.57121351624002,0.9374063214921704,35.558216928663555,72.19608923161664,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
38,32.91618276846446,0.9406029369275092,35.7577621262452,68.3735002608242,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
41,32.42994799280768,0.9361034118013176,35.48126565523446,74.05197740112995,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
39,32.74333418422101,0.9385425570968596,35.660134975390164,70.27989276139411,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
36,33.19706221782181,0.9426101240916456,35.916221057396235,65.11276701440636,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
37,33.04631877919065,0.9423875110027912,35.832481703183106,66.68633935385398,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
42,32.282065124525666,0.9353411814173008,35.38715755073049,76.11614401858304,NORMAL2-IM-0346-0001.raw_metrics_results_adct.csv
11,44.53729194863588,0.995104013906993,42.27489008221074,18.645991891315173,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
8,47.48590925935447,0.9974321712604908,43.770136796364206,13.753620146904511,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
7,48.7117295836832,0.9980010144285932,44.41399880652546,12.070356386407587,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
6,50.29145006677403,0.99849925183484,45.21967090382319,10.33731614022635,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
10,45.36569448970848,0.9958514333849732,42.70596643224621,17.088917861799217,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
9,46.36327515737531,0.9966580705165026,43.1971143522346,15.445675229790243,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
17,40.45515458021115,0.9889394798702088,40.25687110950884,28.30317426041892,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
14,42.24799601168776,0.9922438684680728,41.16514244978984,23.44548788122708,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
13,42.93735327862564,0.9933464059820644,41.51854580315398,21.81261441171576,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
12,43.65872874015441,0.9941134372051478,41.871024728834826,20.292924601331475,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
16,41.03955782938576,0.9901957793879878,40.54384863405495,26.621712196608105,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
15,41.58521376598162,0.9910765546499872,40.83094438304073,25.04241497898357,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
22,38.16272765385173,0.9824373479651966,39.024274958297,36.75602916432978,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
21,38.55617528360597,0.9837646819366742,39.2342864746341,35.12582071552995,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
23,37.78252758691282,0.981230624137858,38.82179172761095,38.35318215069496,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
20,38.97516485477847,0.985373801680766,39.46648202845165,33.4026503567788,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
18,39.94679174467074,0.98769358720793,39.97531684329865,30.010761305094448,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
19,39.45167487319375,0.9864915250704052,39.721059602092,31.698186215235797,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
26,36.72779641901687,0.9775110261982892,38.23079808288399,43.51660026560425,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
27,36.43476869460955,0.9765355714546065,38.06958297995442,45.10392291810048,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
25,37.04627556111837,0.9786347297185348,38.41783598540941,41.78259483583041,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
24,37.388688349382335,0.9795383002684476,38.60620249706062,40.08931029209359,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
28,36.15872346539569,0.9757961913111274,37.91357300776853,46.77801570306924,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
29,35.89553007618591,0.9745432640974128,37.75240886988972,48.59017608897127,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
35,34.374958316416084,0.9663788140721028,36.8486249945298,59.08136128014424,NORMAL2-IM-0028-0001.raw_metrics_results_adct.csv
