,quality_setting,psnr_hvs_m,fsim,psnr,compression_ratio,source_file
35,37,33.01932622464268,0.984650881058976,34.221417787450285,27.775376139012504,p64-512.raw_metrics_results_adct.csv
36,42,31.828794595033123,0.9800603992637548,33.50690989330415,31.4963354559654,p64-512.raw_metrics_results_adct.csv
37,7,51.38558509538285,0.9992282821297648,45.12313860735529,8.19686688971577,p47-512.raw_metrics_results_adct.csv
38,9,48.20860196373577,0.998848969940373,43.39343648673299,9.878433884764668,p47-512.raw_metrics_results_adct.csv
39,8,49.69544228166989,0.999052943839992,44.20769033617419,9.033218470020676,p47-512.raw_metrics_results_adct.csv
40,10,47.026856296981016,0.9986333099049522,42.717773788932135,10.704124132298896,p47-512.raw_metrics_results_adct.csv
41,6,53.27512465545992,0.999380086485652,46.139166187609895,7.399971771347918,p47-512.raw_metrics_results_adct.csv
42,11,45.81931961124979,0.998380660822022,42.091378859564784,11.532444679072633,p47-512.raw_metrics_results_adct.csv
43,16,41.44559607936608,0.996646046795903,39.68795338691066,15.897149787750152,p47-512.raw_metrics_results_adct.csv
44,13,43.80301990109031,0.9976992674865937,40.97278034440406,13.29532890399148,p47-512.raw_metrics_results_adct.csv
45,15,42.12091968441882,0.9970435711994586,40.07247034763961,15.019996562195612,p47-512.raw_metrics_results_adct.csv
46,12,44.74546251257191,0.9980873239172244,41.5099776372262,12.39451536643026,p47-512.raw_metrics_results_adct.csv
47,17,40.75678573567536,0.9962274709814416,39.29858683228054,16.795489492567913,p47-512.raw_metrics_results_adct.csv
48,14,42.98250411334468,0.9974127787336964,40.50720596053342,14.163821050356605,p47-512.raw_metrics_results_adct.csv
49,22,38.04952961512151,0.9934984428006848,37.80164681616039,21.392524889831893,p47-512.raw_metrics_results_adct.csv
50,23,37.59036476307079,0.9929118065709908,37.55589316561081,22.31012765957447,p47-512.raw_metrics_results_adct.csv
51,20,39.04292105298706,0.994553073468502,38.33187369152401,19.57613322380704,p47-512.raw_metrics_results_adct.csv
52,19,39.61667667793948,0.9951091141913204,38.63369854144941,18.638037682189832,p47-512.raw_metrics_results_adct.csv
53,21,38.52747596001891,0.9938446574564762,38.054517124962,20.481600125009766,p47-512.raw_metrics_results_adct.csv
54,18,40.20083123345918,0.9956784843677684,38.96314662640855,17.717220870505543,p47-512.raw_metrics_results_adct.csv
55,27,36.01271081878944,0.9902169636009752,36.66600182153088,26.076196160350143,p47-512.raw_metrics_results_adct.csv
56,29,35.343966745224215,0.9888053328516188,36.26278490238475,28.105929023265787,p47-512.raw_metrics_results_adct.csv
57,28,35.6899426553184,0.989425431566833,36.469296701736326,27.075397645114645,p47-512.raw_metrics_results_adct.csv
58,26,36.35442165715203,0.9909105082422568,36.8717369870044,25.13124340906912,p47-512.raw_metrics_results_adct.csv
59,24,37.17310047337284,0.9921271291168904,37.312874613094,23.2809946714032,p47-512.raw_metrics_results_adct.csv
60,25,36.77399498183669,0.9916910690306148,37.088290132569895,24.20535549399815,p47-512.raw_metrics_results_adct.csv
61,35,33.65262192479624,0.9849293276019032,35.26813670356715,33.65998972778634,p47-512.raw_metrics_results_adct.csv
62,30,35.044581595425974,0.9879882782579128,36.07995180134053,29.039991137698017,p47-512.raw_metrics_results_adct.csv
63,32,34.437208525788954,0.9869141623557856,35.734881595331075,30.916853402523884,p47-512.raw_metrics_results_adct.csv
64,34,33.876092499632385,0.9856339869307184,35.398993186285665,32.8418942620897,p47-512.raw_metrics_results_adct.csv
65,33,34.143703454297054,0.9864457400535166,35.56086552630058,31.86386289048256,p47-512.raw_metrics_results_adct.csv
66,31,34.74381450228013,0.987564265104056,35.91260505095096,29.95589075534225,p47-512.raw_metrics_results_adct.csv
67,39,32.70818604345452,0.982286131593936,34.72238335746839,37.27872582480091,p47-512.raw_metrics_results_adct.csv
68,40,32.49347393581911,0.9815967246789832,34.59356021209758,38.19670697945505,p47-512.raw_metrics_results_adct.csv
69,36,33.42155529017573,0.98398617356001,35.13324579756831,34.456361724500525,p47-512.raw_metrics_results_adct.csv
70,38,32.932526627847125,0.982724534315064,34.85738422627326,36.363434595644335,p47-512.raw_metrics_results_adct.csv
71,37,33.16564893195419,0.9833002262082648,34.98694837846978,35.50162513542795,p47-512.raw_metrics_results_adct.csv
72,41,32.31656189174779,0.9809150149342776,34.48502071938237,39.108458899000446,p47-512.raw_metrics_results_adct.csv
73,42,32.09915679954807,0.9804379252384952,34.35246701102042,40.18764372221371,p47-512.raw_metrics_results_adct.csv
74,10,46.24822871681343,0.9981126312650564,43.12441215634684,12.734091129894102,p68-512.raw_metrics_results_adct.csv
75,6,52.24826267146854,0.9992831005062536,46.43357542149423,8.558686212413072,p68-512.raw_metrics_results_adct.csv
76,9,47.49746739312263,0.9985396603621832,43.80749301744341,11.656024899955536,p68-512.raw_metrics_results_adct.csv
77,7,50.44464550208933,0.9990694096720932,45.42474869959079,9.576736199905016,p68-512.raw_metrics_results_adct.csv
78,11,45.17384718897708,0.9976875564500192,42.53629782739004,13.75795108638606,p68-512.raw_metrics_results_adct.csv
79,8,48.913820309332095,0.9988263022900696,44.56877834467733,10.610110495001416,p68-512.raw_metrics_results_adct.csv
80,15,41.7468698221024,0.9955327318766644,40.67345964097071,18.15024579381015,p68-512.raw_metrics_results_adct.csv
81,17,40.42583955391279,0.9942302556839768,39.97371605924484,20.32911981388135,p68-512.raw_metrics_results_adct.csv
82,14,42.47715462596406,0.9960939244499368,41.08011980229199,17.04336519081984,p68-512.raw_metrics_results_adct.csv
